公告类型,项目名称,所属行业,组织形式,开标时间,标书发售时间,公告内容,招标人,招标人地址,招标人联系人,招标人联系方式,招标代理机构,招标代理机构地址,招标代理机构联系人,招标代理机构联系方式,监督部门,监督部门地址,监督部门联系人,监督部门联系方式,依据文件,依据文号,发布日期,发布网站,公告历史
中标结果公示,大同市晋北地区高原风沙源生态保护和修复项目桦林背林场2026年人工造林,无,无,无,无,无,无,无,无,无,无,无,无,无,大同市规划和自然资源局,无,无,无,无,无,中标结果公示-2026.7.3,山西省公共资源交易平台,大同市晋北地区高原风沙源生态保护和修复项目桦林背林场2026年人工造林(3标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070963.jhtml；大同市晋北地区高原风沙源生态保护和修复项目桦林背林场2026年人工造林(11标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070969.jhtml；大同市晋北地区高原风沙源生态保护和修复项目桦林背林场2026年人工造林(10标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070970.jhtml；大同市晋北地区高原风沙源生态保护和修复项目桦林背林场2026年人工造林(9标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070971.jhtml；大同市晋北地区高原风沙源生态保护和修复项目桦林背林场2026年人工造林(12标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070968.jhtml；大同市晋北地区高原风沙源生态保护和修复项目桦林背林场2026年人工造林(13标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070976.jhtml
中标结果公示,昔阳县第三污水处理厂工程EPC总承包,无,无,无,无,无,无,无,无,无,无,无,无,无,昔阳县住房和城乡建设管理局,无,无,无,无,无,中标结果公示-2026.7.3,山西省公共资源交易平台,昔阳县第三污水处理厂工程EPC总承包中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070986.jhtml
中标结果公示,山西省中医院住院楼改造提升项目监理,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,13834566268,无,无,中标结果公示-2026.7.3,山西省公共资源交易平台,山西省中医院住院楼改造提升项目监理|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070990.jhtml
中标候选人公示,应县迎宾路照明设施改造工程施工,无,无,无,无,无,无,无,无,无,无,无,无,无,应县住房和城乡建设管理局,无,无,无,无,无,中标候选人公示-2026.7.3,山西省公共资源交易平台,应县迎宾路照明设施改造工程施工(1标段)中标候选人公示|https://prec.sxzwfw.gov.cn/jyxxgchxr/1070979.jhtml
中标候选人公示；中标结果公示,阳高县大泉山食用菌数智科创园项目,无,无,无,无,无,无,无,无,无,无,无,无,无,阳高县农业农村局,无,无,无,无,无,中标候选人公示-2026.7.3；中标结果公示-2026.7.7,山西省公共资源交易平台,阳高县大泉山食用菌数智科创园项目(1标段)中标候选人公示|https://prec.sxzwfw.gov.cn/jyxxgchxr/1071002.jhtml；阳高县大泉山食用菌数智科创园项目(1标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071811.jhtml
中标候选人公示,大秦铁路股份有限公司太原电务段太原北站驼峰信号设备改造工程施工总价承包项目,无,无,无,无,无,无,无,无,无,无,无,无,无,西安铁路监督管理局，中国铁路太原局集团有限公司,无,无,无,无,无,中标候选人公示-2026.7.3,山西省公共资源交易平台,大秦铁路股份有限公司太原电务段太原北站驼峰信号设备改造工程施工总价承包项目(1标段)中标候选人公示|https://prec.sxzwfw.gov.cn/jyxxgchxr/1070943.jhtml
中标候选人公示,阳高县罗文皂镇镇大沟水毁河道清淤工程施工,无,无,无,无,无,无,无,无,无,无,无,无,无,阳高县水务局,无,无,无,无,无,中标候选人公示-2026.7.3,山西省公共资源交易平台,阳高县罗文皂镇镇大沟水毁河道清淤工程施工(1标段)中标候选人公示|https://prec.sxzwfw.gov.cn/jyxxgchxr/1070951.jhtml
中标结果公示,晋中市太谷区农村安全饮水巩固提升工程勘察设计,无,无,无,无,无,无,无,无,无,无,无,无,无,太谷区水利局,无,无,无,无,无,中标结果公示-2026.7.3,山西省公共资源交易平台,晋中市太谷区农村安全饮水巩固提升工程勘察设计中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070972.jhtml
中标结果公示,太原供水集团有限公司北张东路等给水管线改造工程施工,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0351-3020249,无,无,中标结果公示-2026.7.3,山西省公共资源交易平台,太原供水集团有限公司北张东路等给水管线改造工程施工|https://prec.sxzwfw.gov.cn/jyxxgcgs/1070989.jhtml
招标公告,兴县经济技术开发区绿电园区210MW光伏项目（分布式光伏1万千瓦工程）施工施工,无,无,2026年7月24日10时00分,2026年7月3日17时00分至2026年7月24日10时00分,兴县经济技术开发区绿电园区 210MW 光伏项目（分布式光伏 1 万 千瓦工程）施工 招 标公告 （ 招标编号： S S141155202607020063 ） 招标项目所在地区：吕梁市 兴县 一 、招标条件 兴县经济技术开发区绿电园区 2 10M W 光伏项目（分布式光伏 1 万 千瓦工程）施工 （ 招标编号： S S141155202607020063 ） ，已由兴县经济技术开发区管理委员会行政审 批局以兴经开管审发〔2026〕3 号文件批复。资金来源为专项资金和县级配套资金，招 标 人为兴县兴发电力投资有限公司。项目已具备招标条件，现对该项目施工进行国内 公 开招标。 二 、项目概况和招标范围 项目规模：本项目光伏装机容量为 1 0MWp ， 利用厂房闲置屋顶进行分布式光伏电站 建 设等。 招标内容与范围：本招标项目划分为 1 个 标段： 0 0 1 第 1 标段，标段（包）内容：兴县经济技术开发区绿电园区 2 10M W 光 伏项目 （分布式光伏 1 万 千瓦工程）施工施工（详见工程量清单及图纸） 资 金来源：专项资金和县级配套资金。 总 投资金额： 2 230.7 7 万 元 建 设地址：兴县经济技术开发区铝镁新材料产业园区。 计 划工期： 3 6 5 日 历天。 质 量要求：合格。 三 、投标人资格要求 0 0 1 第 一标段 3 . 1 本 次招标要求投标人须具备建筑行政主管部门颁发的电力工程施工总承包三级 及 以上资质，具备承装（修、试）电力设施许可证三级及以上资质，有效的营业执照 ， 并在人员、设备、资金等方面具有相应的施工能力，其中：投标人拟派项目经理须 具 备机电工程专业二级及以上注册建造师执业资格，具备有效的安全生产考核合格证 ， 且未担任其他在施建设工程项目的项目经理； 3 . 2 单 位负责人为同一人或者存在控股、管理关系的不同单位，不得同时对本项目 提 出投标申请，否则投标无效。 3 . 3 投 标人、法定代表人和拟派项目经理近三年内无行贿犯罪记录。 3 . 4 投 标人未被列入失信被执行人名单。 3 . 5 本 次招标不接受联合体投标。 四 、招标文件的获取 4 . 1 获 取时间： 2 02 6 年 7 月 3 日 1 7 时 0 0 分至 2 02 6 年 7 月 2 4 日 1 0 时 0 0 分 4 . 2 获 取方法：在全国公共资源交易平台（山西省吕梁市）（未在全国公共资源交 易 平台（山西省吕梁市）注册的企业需要先注册，并在吕梁市公共资源交易中心办理 企业、法定代表人及其委托的项目负责人 C A 证 书）免费下载招标文件。 五 、投标文件的递交 5 . 1 递 交截止时间： 2 02 6 年 7 月 2 4 日 1 0 时 0 0 分 。 5 . 2 递 交方法：投标人应在投标截止时间前，登录 “ 全 国公共资源交易平台（山西 省 吕梁市） ” 在 线提交加密后的电子投标文件。逾期提交或者未提交的投标文件，招 标 人不予受理。 5 . 3 递 交地址：全国公共资源交易平台（山西省吕梁市）。 六 、开标时间及地点 6 . 1 开 标时间： 2 02 6 年 7 月 2 4 日 1 0 时 0 0 分 。 6 . 2 开 标方式：通过全国公共资源交易平台（山西省吕梁市）网上开标。 七 、提交投标保证金的形式 本 项目可以采用现金保证金或银行保函、保证保险、担保机构保函、电子保函等 非 现金交易担保方式提交投标保证金。 八 、提出异议的渠道和方式 提 出异议的渠道：通过电子招标投标交易平台（系统）或纸质方式提出 本 项目异议接收单位：兴县兴发电力投资有限公司 地 址：兴县经济技术开发区 联 系人：白旭辉 联 系电话： 1 8135073267 九 、其他公告内容 9 . 1 本 次招标公告同时在《山西省招标投标公共服务平台》、《全国公共资源交易 平 台（山西省吕梁市）》上发布。 9 . 2 本项目全面实行远程线上开标，项目发起解密 3 0 分 钟内投标人登录全国公共 资 源交易平台（山西省吕梁市）→远程开标大厅，进行解密、确认报价。若在规定时 间 内投标文件无法解密或解密失败，视为主动放弃本次投标。 9 .3 、 本项目采用综合评估法，评标委员会按得分从高到低的排序向招标人推荐中 标 候选人，招标人根据评标委员会的评标报告，从推荐的中标候选人中确定中标人。 十 、监督部门 本 招标项目监督部门为兴县经济技术开发区管理委员会。 联 系电话： 1 8435841129 十 一、联系方式 招 标人：兴县兴发电力投资有限公司 地 址：兴县经济技术开发区 联 系人：白旭辉 联 系电话： 1 8135073267 招 标代理机构：山西重晟项目管理有限公司 地 址：吕梁市离石区文丰路文丰苑 3 号楼 1 4 层 联 系 人：张建丽 联 系电话： 0 358-2810005 招 标人或其招标代理机构主要负责人（项目负责人） ： （ 签 名） （ 盖章 ） 招 标人或其招标代理机 构,兴县兴发电力投资有限公司,兴县经济技术开发区,白旭辉 联 系电话： 1 8135073267,1 8135073267,山西重晟项目管理有限公司,吕梁市离石区文丰路文丰苑 3 号楼 1 4 层,张建丽 联 系电话： 0 358-2810005 招 标人或其招标代理机构,0 358-2810005 招 标人或其招标代理机构,兴县经济技术开发区管理委员会,无,无,18435841129,无,无,招标公告-2026.7.3,山西省公共资源交易平台,兴县经济技术开发区绿电园区210MW光伏项目（分布式光伏1万千瓦工程）施工施工招标公告|https://prec.sxzwfw.gov.cn/jyxxgczb/1070893.jhtml
招标计划,原煤储煤场封闭,能源,公开招标,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,招标计划-2026.7.3,山西省公共资源交易平台,原煤储煤场封闭|https://prec.sxzwfw.gov.cn/jyxxzbjh/1070872.jhtml
中标候选人公示,泽州县巴公镇文化站项目EPC总承包,无,无,无,无,无,无,无,无,无,无,无,无,无,泽州县住房和城乡建设管理局,无,无,0356-2285680,无,无,中标候选人公示-2026.7.3,山西省公共资源交易平台,泽州县巴公镇文化站项目EPC总承包中标候选人公示|https://prec.sxzwfw.gov.cn/jyxxgchxr/1070996.jhtml
招标公告,翼城县全域旅游配套基础设施提升项目(木石四牌坊环境整治项目)木石四牌坊环境整治改造工程监理,无,无,2026年07月29日09时00分,2026年07月08日00时00分至2026年07月14日23时59分,翼城县全域旅游配套基础设施提升项目 (木石四牌坊环境整治项目)木石四牌坊环境整治改造工程监理 招标公告 （招标编号： GC141000202600274001 ） 招标项目所在地区： 临汾市 翼城县 一、招标条件 本招标项目 翼城县全域旅游配套基础设施提升项目 (木石四牌坊环境整治项目)木石四牌坊环境整治改造工程监理（招标项目编号： GC141000202600274001），已由翼城县行政审批服务管理局以翼审管审字[2021]7号、翼审管立字[2022]6号批准，项目资金来源为县财政资金、上级补助资金、地方政府专项债券，招标人为翼城县工程建设服务中心。本项目已具备招标条件，现进行公开招标。 二、项目概况和招标范围 2.1项目规模：一是街区风貌提升改造工程；二是街区环境改造工程；三是市政改造工程；四是民俗文化展演中心工程；五是原党校外立面改造工程。 2.2 招标内容与范围：本招标项目划分为 1个标段，本次招标为其中的： 001翼城县全域旅游配套基础设施提升项目(木石四牌坊环境整治项目)木石四牌坊环境整治改造工程监理 2.3建设内容： 一是街区风貌提升：对木坊街、石坊街、牌坊路沿街 169座民居立面更新改造；二是街区环境改造工程：对原党校前广场、木坊街中心休息区等花园广场改造；三是市政改造工程：含木坊街、石坊街、牌坊路2044米道路改造，涵盖电力、通信、排水、照明及石板路铺装；四是民俗文化展演中心工程：建筑面积1544.36平方米，地上一层，钢结构，建筑高度9.0米，耐火等级二级，设计使用年限50年，配套给排水、电气、暖通、消防等设施；五是原党校外立面改造工程：对现有的4层砖混结构建筑外立面以及门厅进行改造，改造面积2857平方米。 2.4 招标范围：翼城县全域旅游配套基础设施提升项目 (木石四牌坊环境整治项目)木石四牌坊环境整治改造工程全过程监理及后续相关服务。 2.5 财政评审金额： 664900元 2.6项目地点：翼城县城区 2.7 监理服务期限： 6个月（180日历天）（同施工工期及缺陷责任期） 2.8质量标准：符合国家、行业最新规范合格标准 三、投标人资格要求 001翼城县全域旅游配套基础设施提升项目(木石四牌坊环境整治项目)木石四牌坊环境整治改造工程监理 3.1投标人须具备工程监理综合资质或同时具备房屋建筑工程监理乙级及以上和市政公用工程监理乙级资质及以上资质，有效的营业执照，并在人员、设备、资金等方面具有相应的监理能力，其中，投标人拟派本项目总监理工程师须具备在本单位注册的国家级房屋建筑工程专业的监理工程师执业资格； 3.2投标人在中华人民共和国依法注册，具有独立的法人资格。 3.3单位负责人为同一人或者存在控股、管理关系的不同单位，不得参加同一标段投标或者未划分标段的同一招标项目投标； 3.4投标人在“信用中国”中生成的信用信息报告中没有严重失信信息（须提供投标截止时间前七日内的信用报告）；投标人及其法定代表人、拟派项目总监理工程师 在 “中国裁判文书网”网站中无行贿受贿犯罪记录。 3.5本项目不允许联合体投标。 四、获取电子招标文件 （ 1） 电子招标文件获取时间 :2026年07月08日00时00分至2026年07月14日23时59分 （ 2） 电子招标文件获取方式： 投标人在山西省公共资源交易主体信息库 (http://jyzt.sxzwfw.gov.cn)进行主体库注册，主体库注册完成后办理数字证书（USBKey），凭借数字证书（USBKey）登录全国公共资源交易平台（山西省·临汾市）（http://lfggzyjy.linfen.gov.cn）首页【投标人/供应商】-【工程建设】-【投标系统】-【下载招标文件】处免费获取招标文件及相关资料。此为获取招标文件的唯一途径，通过其他渠道获取招标文件的不具备投标资格。技术支持电话：010-86483801主体库注册及数字证书（CA）办理咨询电话： 0357-2128966 400-0351-858 400-653-0200 400-666-3999 400-0351-946 （ 3） 投标人应通过全国公共资源交易平台（山西省 ·临汾市）（http://lfggzyjy.linfen.gov.cn）关注澄清公告、变更公告、终止公告等有关公告，此类公告不再书面进行通知。各市场参与主体因自身原因未关注到此公告并造成损失的，责任自负。 （ 4） 主体库需提前一个工作日办理完成注册，隔日方可使用 CA下载招标文件。 五、 提交投标文件及相关要求 （一）电子投标文件的递交截止时间和方法 1.递交截止时间：电子投标文件上传截止时间：2026年07月29日09时00分 2.递交方法： （ 1）从全国公共资源交易平台（山西省·临汾市）（http://lfggzyjy.linfen.gov.cn）-【业务指南】-【下载中心】下载《临汾市工程建设投标文件编制系统》（此为编制电子投标文件的唯一工具）。按其中“投标文件格式”的要求编制电子投标文件，电子投标文件的格式为*.TBJ。 注：施工类项目中工程量清单电子投标报价文件的编制，需从 “全国公共资源交易平台（山西省·临汾市）（http://lfggzyjy.linfen.gov.cn）-【业务指南】-【下载中心】下载《临汾市工程建设投标报价编制系统》（此为编制工程量清单报价文件的唯一工具）。使用该工具对工程量清单电子投标报价文件进行编制，工程量清单电子投标报价文件格式为*.TBS。 因实际业务需要，各类编制系统会不定时更新，请各市场主体编制标书前确定安装的是最新版本的编制系统，再进行电子标书的编制工作。 （ 2）使用数字证书及电子签章工具按招标文件要求对电子投标文件进行电子签章的加盖（包括法人电子签章、法定代表人电子签章及授权代表签章等）。 （ 3）编制电子投标文件时，如需要粘贴图片，务必将JPG格式的图片粘贴到Word文档，再将Word文档导入编制系统，且每张图片的分辨率应小于100dpi。 （ 4）上传的电子投标文件必须使用数字证书进行加密。所用数字证书加密的电子投标文件，必须使用该数字证书进行解密。供应商因更换数字证书等原因造成投标文件未解密的，视为撤回投标文件（数字证书续费后同样会造成不能解密续费前加密的电子投标文件，所以，建议：若需续费，需在加密前进行）。 （ 5）投标人务必在电子投标文件上传截止时间前，通过数字证书登录“全国公共资源交易平台（山西省·临汾市）”（http://lfggzyjy.linfen.gov.cn）首页【投标人/供应商】-【工程建设】，在【提交投标文件】处上传相应的电子投标文件，上传后点击“签名确认”。签名确认完成才算递交成功，否则视为撤回投标文件。最后打印“网上递交投标文件回执”。 递交地址：本项目投标采用网上电子投标的方式进行，无需递交纸质标书。 3.特别注意事项： （ 1）上述操作步骤和方法为投标人编制、上传电子投标文件的唯一途径，如投标人操作与其不符，造成的后果由投标人自行承担。 （ 2）建议投标人提前上传电子投标文件，不论何种原因，电子投标文件上传截止时间前未完成上传的，视为放弃投标 （二）电子投标文件解密时间、解密方式、网上开标公示 1. 电子投标文件解密时间（开标后 1小时内）： 2026年07月29日09时00分至10 时 00分 2.电子投标文件解密方式：本项目采用网上解密的方式。 投标人须在规定时间内使用自己的网络终端设备凭借数字证书（ USBKey）登陆“全国公共资源交易平台（山西省·临汾市）”（http://lfggzyjy.linfen.gov.cn）-【投标人/供应商】-【工程建设】。登录成功后，点击【开标】-【开标会】进入开标室，再点击页面上方的【网上解密】自行完成解密。解密请求提交成功之后不要重复刷新页面，解密完成之后会显示解密时间。 3.网上开标公示：解密完成之后，点击页面上方【返回】，回到开标室页面，开标结束后自行查看开标结果。 4.特别注意事项： （ 1）为防止网络阻塞、不可抗力等客观原因造成不能在解密截止时间之内完成解密，建议投标人尽早完成解密。不论何种原因，在解密截止时间之内未完成解密的，视为撤回电子投标文件。由此造成的一切不利后果均由投标人自行承担。 （ 2）因电子投标文件编制不规范导致无法导入评审系统或无法打开电子投标文件的，视为撤回电子投标文件。 （ 3）投标人在进行澄清、说明、更正时，需自行准备电脑终端设备（电脑终端设备需具备IE9及IE9以上的浏览器和数字证书驱动）。 六、开标时间及地点 开标时间：2026年07月29日09时00分 开标方式：线上开标 七、提交投标保证金的形式 本项目可以采用现金保证金或银行保函、保证保险、担保机构保函、电子保函等非现金交易担保方式提交投标保证金。 八、提出异议的渠道和方式 提出异议的渠道： 1.通过电子招标投标交易平台（系统） 2.纸质方式提出 提出接收异议的联系人：翟晓奇 电话：0357-4922171 邮箱：ycxzjjxmb205@163.com 九、其他公示内容 本次招标公告同时在山西省招标投标公共服务平台、全国公共资源交易平台（ 山西省 ·临汾市 ）上发布。 十、监督部门 本招标项目的监督部门为翼城县住房和城乡建设管理局。 联系电话： 0357-4922171 邮箱： lfyccjj@163.com 十一 、 联系方式 招 标 人：翼城县工程建设服务中心 地 址：翼城县解放西街八一路口 联 系 人：翟晓奇 联系电话：0357-4922171 电子邮件： ycxzjjxmb205@163.com 招标代理机构：山西林辉工程项目管理有限公司 地 址： 山西省运城市卡纳溪谷西门北侧 4422-12号商铺 联 系 人： 王牵珍 联系电话：0359-2568868 电子邮件：linhuisx@163.com 招标人或其招标代理机构主要负责人（项目负责人）： （签名） 招标人或其招标代理机构： （盖章）,翼城县工程建设服务中心,翼城县解放西街八一路口,翟晓奇,0357-4922171,山西林辉工程项目管理有限公司,山西省运城市卡纳溪谷西门北侧 4422-12号商铺,王牵珍,0359-2568868,翼城县住房和城乡建设管理局,无,无,0357-4922171,无,无,招标公告-2026.7.7,山西省公共资源交易平台,翼城县全域旅游配套基础设施提升项目(木石四牌坊环境整治项目)木石四牌坊环境整治改造工程监理招标公告|https://prec.sxzwfw.gov.cn/jyxxgczb/1071827.jhtml
中标候选人公示,"大秦铁路股份有限公司侯马北供电段2026年度侯马北站区10kV配电增容改造工程建设单位管理甲供物资项目(1,2,3,4",无,无,无,无,无,无,无,无,无,无,无,无,无,西安铁路监督管理局，中国铁路太原局集团有限公司,无,无,无,无,无,中标候选人公示-2026.7.7,山西省公共资源交易平台,"大秦铁路股份有限公司侯马北供电段2026年度侯马北站区10kV配电增容改造工程建设单位管理甲供物资项目(1,2,3,4,5标段)中标候选人公示|https://prec.sxzwfw.gov.cn/jyxxgchxr/1071826.jhtml"
中标候选人公示,浑源县2026年大洼项目区小流域综合治理提质增效项目,无,无,无,无,无,无,无,无,无,无,无,无,无,浑源县水务局,无,无,无,无,无,中标候选人公示-2026.7.7,山西省公共资源交易平台,浑源县2026年大洼项目区小流域综合治理提质增效项目(1标段)中标候选人公示|https://prec.sxzwfw.gov.cn/jyxxgchxr/1071819.jhtml
中标结果公示,尧都区居民区供水管网漏损治理及老化更新改造(一期)工程工程总承包（EPC）,无,无,无,无,无,无,无,无,无,无,无,无,无,临汾市尧都区住房和城乡建设局,无,无,18734796600,无,无,中标结果公示-2026.7.7,山西省公共资源交易平台,尧都区居民区供水管网漏损治理及老化更新改造(一期)工程工程总承包（EPC）(1标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071787.jhtml
中标结果公示,侯马市公共实训基地建设项目施工,无,无,无,无,无,无,无,无,无,无,无,无,无,侯马市住房和城乡建设局,无,无,0357-3900150,无,无,中标结果公示-2026.7.7,山西省公共资源交易平台,侯马市公共实训基地建设项目施工中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071789.jhtml
中标结果公示,天镇县100MW风力发电项目监理,无,无,无,无,无,无,无,无,无,无,无,无,无,大同市能源局,无,无,无,无,无,中标结果公示-2026.7.7,山西省公共资源交易平台,天镇县100MW风力发电项目监理(1标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071794.jhtml
中标结果公示,大宁县胡城水库工程EPC总承包项目,无,无,无,无,无,无,无,无,无,无,无,无,无,临汾市水利局,无,无,0357-2028638,无,无,中标结果公示-2026.7.7,山西省公共资源交易平台,大宁县胡城水库工程EPC总承包项目中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071788.jhtml
中标结果公示,泽州县巴公镇文化站项目EPC总承包中标结果公告,无,无,无,无,无,无,无,无,无,无,无,无,无,泽州县住房和城乡建设管理局,无,无,0356-2285680,无,无,中标结果公示-2026.7.7,山西省公共资源交易平台,泽州县巴公镇文化站项目EPC总承包中标结果公告|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071808.jhtml
中标结果公示,应县迎宾路照明设施改造工程施工项目,无,无,无,无,无,无,无,无,无,无,无,无,无,应县住房和城乡建设管理局,无,无,无,无,无,中标结果公示-2026.7.7,山西省公共资源交易平台,应县迎宾路照明设施改造工程施工项目(1标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071822.jhtml
中标结果公示,天镇县100MW风力发电项目EPC总承包,无,无,无,无,无,无,无,无,无,无,无,无,无,大同市能源局,无,无,无,无,无,中标结果公示-2026.7.7,山西省公共资源交易平台,天镇县100MW风力发电项目EPC总承包(1标段)中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071797.jhtml
招标计划,垣曲县后河水库排沙底洞控制闸阀改造工程,水利,公开招标,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,招标计划-2026.7.7,山西省公共资源交易平台,垣曲县后河水库排沙底洞控制闸阀改造工程|https://prec.sxzwfw.gov.cn/jyxxzbjh/1071843.jhtml
中标候选人公示,代县100MW风力发电项目总承包（EPC)监理,无,无,无,无,无,无,无,无,无,无,无,无,无,代县能源局,无,无,13663608729,无,无,中标候选人公示-2026.7.7,山西省公共资源交易平台,代县100MW风力发电项目总承包（EPC)监理中标候选人公示|https://prec.sxzwfw.gov.cn/jyxxgchxr/1071844.jhtml
中标结果公示,侯马市学府路（合欢街-晋珠街）道路建设工程施工,无,无,无,无,无,无,无,无,无,无,无,无,无,侯马市住房和城乡建设局,无,无,0357-3900150,无,无,中标结果公示-2026.7.7,山西省公共资源交易平台,侯马市学府路（合欢街-晋珠街）道路建设工程施工中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071790.jhtml
中标结果公示,长治市屯留区供水管网改造项目全过程工程咨询服务,无,无,无,无,无,无,无,无,无,无,无,无,无,长治市屯留区住房和城乡建设局,长治市屯留区麟绛西大街 66 号,陈艳军,0355-7522123,无,无,中标结果公示-2026.7.7,山西省公共资源交易平台,长治市屯留区供水管网改造项目全过程工程咨询服务中标结果公示|https://prec.sxzwfw.gov.cn/jyxxgcgs/1071830.jhtml
